scorer,DLC_resnet50_HaradaJan15shuffle1_50000,DLC_resnet50_HaradaJan15shuffle1_50000,DLC_resnet50_HaradaJan15shuffle1_50000
bodyparts,head,head,head
coords,x,y,likelihood
0,1046.5931396484375,773.4315795898438,0.9989011287689209
1,1046.592529296875,773.43115234375,0.9989006519317627
2,1046.592529296875,773.43115234375,0.9989006519317627
3,1046.592529296875,773.43115234375,0.9989006519317627
4,1046.592529296875,773.43115234375,0.9989006519317627
5,1046.5960693359375,773.4320678710938,0.9988999366760254
6,1046.7525634765625,773.3488159179688,0.9988802075386047
7,1046.7308349609375,773.3548583984375,0.9988835453987122
8,1046.7122802734375,773.37548828125,0.9988837838172913
9,1046.6942138671875,773.3811645507812,0.9988852143287659
10,1046.5897216796875,773.2777099609375,0.9988945126533508
11,1046.5947265625,773.275634765625,0.9988898634910583
12,1046.598388671875,773.3115844726562,0.9988899827003479
13,1046.6851806640625,773.2594604492188,0.9988839030265808
14,1046.65185546875,773.28271484375,0.9989047050476074
15,1046.6429443359375,773.2977905273438,0.998908519744873
16,1046.639404296875,773.297119140625,0.998908519744873
17,1046.5823974609375,773.29638671875,0.9989203214645386
18,1046.58740234375,773.2395629882812,0.9989209175109863
19,1046.5926513671875,773.2335815429688,0.9989161491394043
20,1046.6053466796875,773.2401733398438,0.9989093542098999
21,1046.5782470703125,773.2318115234375,0.9989174604415894
22,1046.58447265625,773.2276611328125,0.9989175796508789
23,1046.5845947265625,773.2261962890625,0.998918890953064
24,1046.582763671875,773.2245483398438,0.9989197254180908
25,1046.5087890625,773.2077026367188,0.9989408850669861
26,1046.4129638671875,773.2271118164062,0.9989656209945679
27,1046.4759521484375,773.1475219726562,0.9989629983901978
28,1046.3753662109375,773.137451171875,0.9989718198776245
29,1046.364990234375,773.168701171875,0.9989664554595947
30,1046.3375244140625,773.1826171875,0.9989696741104126
31,1046.343994140625,773.179931640625,0.9989683628082275
32,1046.3494873046875,773.1923217773438,0.9989725351333618
33,1046.353759765625,773.1814575195312,0.9989641904830933
34,1046.3856201171875,773.1712646484375,0.9989569187164307
35,1046.3955078125,773.1727905273438,0.9989569187164307
36,1046.3172607421875,773.1943359375,0.9989849925041199
37,1046.3299560546875,773.19140625,0.9989816546440125
38,1046.33203125,773.1943359375,0.9989824891090393
39,1046.3446044921875,773.1974487304688,0.9989826083183289
40,1046.331298828125,773.2298583984375,0.9989733695983887
41,1046.3310546875,773.2388305664062,0.998975396156311
42,1046.346923828125,773.2546997070312,0.9989763498306274
43,1046.3590087890625,773.2694091796875,0.998971700668335
44,1046.355224609375,773.2569580078125,0.9989708662033081
45,1046.4354248046875,773.2499389648438,0.9989445805549622
46,1046.436767578125,773.2476806640625,0.9989442229270935
47,1046.5203857421875,773.2130737304688,0.9989196062088013
48,1046.5238037109375,773.2135620117188,0.9989197254180908
49,1046.5587158203125,773.18798828125,0.9989042282104492
50,1046.5172119140625,773.1344604492188,0.9989099502563477
51,1046.497802734375,773.1532592773438,0.9989010095596313
52,1046.503173828125,773.1487426757812,0.9988998174667358
53,1046.4906005859375,773.1912231445312,0.9989073276519775
54,1046.50732421875,773.2110595703125,0.9988993406295776
