scorer,DLC_resnet50_haradaFeb15shuffle1_50000,DLC_resnet50_haradaFeb15shuffle1_50000,DLC_resnet50_haradaFeb15shuffle1_50000
bodyparts,Head,Head,Head
coords,x,y,likelihood
0,1093.14599609375,276.2306823730469,0.046346090734004974
1,1093.145751953125,276.235107421875,0.046063803136348724
2,1093.1456298828125,276.2351379394531,0.04607059434056282
3,1093.1456298828125,276.2351379394531,0.04607059434056282
4,1093.145751953125,276.235107421875,0.046064525842666626
5,1093.0806884765625,276.095703125,0.02390502393245697
6,1093.106689453125,276.8227844238281,0.030544815585017204
7,1093.184814453125,276.5336608886719,0.03174575790762901
8,1093.13623046875,276.73663330078125,0.034273337572813034
9,1092.979248046875,276.36712646484375,0.014621212147176266
10,1092.90478515625,276.21746826171875,0.0049476358108222485
11,1092.944580078125,276.3148193359375,0.006108101923018694
12,1126.6488037109375,672.0665893554688,0.3347119390964508
13,1125.1622314453125,671.452880859375,0.22451645135879517
14,1067.0789794921875,623.6652221679688,0.9223984479904175
15,1063.693359375,620.4361572265625,0.9901429414749146
16,1059.130615234375,614.783935546875,0.9946322441101074
17,1056.314453125,609.8759765625,0.9993243217468262
18,1054.185791015625,605.2817993164062,0.9969370365142822
19,1050.9990234375,602.2695922851562,0.9960998296737671
20,1050.1575927734375,599.4718627929688,0.9989039897918701
21,1050.2940673828125,597.3946533203125,0.9991382360458374
22,1050.3369140625,595.489990234375,0.9990900754928589
23,1050.9761962890625,594.3915405273438,0.9990941286087036
24,1049.57666015625,590.557373046875,0.9965443015098572
25,1046.9051513671875,588.9574584960938,0.997532844543457
26,1045.255615234375,584.8310546875,0.9992744326591492
27,1045.5904541015625,573.703369140625,0.9977321624755859
28,1043.399169921875,561.0680541992188,0.9995763897895813
29,1040.729736328125,552.308837890625,0.9993078708648682
30,1038.71337890625,545.54638671875,0.9990881681442261
31,1037.68212890625,537.68603515625,0.9978653788566589
32,1037.2703857421875,527.94384765625,0.9989213943481445
33,1034.5836181640625,520.1107788085938,0.9988783001899719
34,1032.1817626953125,514.8557739257812,0.9992983341217041
35,1030.0986328125,508.470947265625,0.9976277947425842
36,1028.9991455078125,505.35205078125,0.9991320967674255
37,1026.059326171875,498.52020263671875,0.9997020363807678
38,1025.8101806640625,492.86126708984375,0.9990280866622925
39,1024.7662353515625,486.8258056640625,0.9996258020401001
40,1024.2799072265625,483.0397033691406,0.9997263550758362
41,1024.5718994140625,479.7539978027344,0.999233603477478
42,1024.835693359375,477.4080810546875,0.9990072846412659
43,1023.9494018554688,473.8863525390625,0.99835604429245
44,1023.5441284179688,470.58319091796875,0.9994627833366394
45,1022.53857421875,467.579345703125,0.9995473027229309
46,1021.2994384765625,465.07159423828125,0.9992652535438538
47,1020.3698120117188,463.3773498535156,0.998677670955658
48,1019.7538452148438,460.88189697265625,0.9967760443687439
49,1020.1123657226562,460.5908203125,0.9966590404510498
50,1018.6586303710938,458.3641052246094,0.9970299005508423
51,1018.3338012695312,457.5401306152344,0.9980524778366089
52,1017.9129028320312,456.6385498046875,0.9987053871154785
53,1017.5604248046875,456.81439208984375,0.9986421465873718
54,1017.656494140625,456.2986755371094,0.998871386051178
