scorer,DLC_resnet50_haradaFeb15shuffle1_50000,DLC_resnet50_haradaFeb15shuffle1_50000,DLC_resnet50_haradaFeb15shuffle1_50000
bodyparts,Head,Head,Head
coords,x,y,likelihood
0,1021.5138549804688,815.98779296875,0.9984588623046875
1,1018.9373779296875,812.69775390625,0.9963200092315674
2,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
3,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
4,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
5,1022.94677734375,816.7979736328125,0.9991841912269592
6,1020.3148803710938,814.309814453125,0.9974377155303955
7,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
8,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
9,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
10,1022.94677734375,816.7979736328125,0.9991841912269592
11,1020.3148803710938,814.309814453125,0.9974377155303955
12,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
13,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
14,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
15,1022.94677734375,816.7979736328125,0.9991841912269592
16,1020.3148803710938,814.309814453125,0.9974377155303955
17,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
18,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
19,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
20,1022.94677734375,816.7979736328125,0.9991841912269592
21,1020.3148803710938,814.309814453125,0.9974377155303955
22,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
23,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
24,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
25,1022.94677734375,816.7979736328125,0.9991841912269592
26,1020.3148803710938,814.309814453125,0.9974377155303955
27,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
28,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
29,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
30,1022.94677734375,816.7979736328125,0.9991841912269592
31,1020.3148803710938,814.309814453125,0.9974377155303955
32,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
33,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
34,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
35,1022.94677734375,816.7979736328125,0.9991841912269592
36,1020.3148803710938,814.309814453125,0.9974377155303955
37,5.721264839172363,-7.271903991699219,1.3970510735816788e-05
38,1021.4415283203125,815.9596557617188,0.9984579086303711
39,1021.43798828125,815.9974975585938,0.9984444975852966
40,1018.9725341796875,813.08837890625,0.9959132075309753
41,1012.4898681640625,769.3772583007812,0.9994863271713257
42,1010.8301391601562,763.0877075195312,0.9984136819839478
43,1010.1275024414062,756.9189453125,0.9997453093528748
44,1008.5303344726562,752.8092041015625,0.9993867874145508
45,1008.7225341796875,748.5238037109375,0.9982916712760925
46,1007.230712890625,744.4891357421875,0.9976296424865723
47,1007.5680541992188,741.6539916992188,0.9993904829025269
48,1004.95361328125,738.7509155273438,0.9992069602012634
49,1004.546142578125,735.6063842773438,0.9982194304466248
50,1004.2306518554688,732.5907592773438,0.9959484934806824
