scorer,DLC_resnet50_haradaFeb15shuffle1_50000,DLC_resnet50_haradaFeb15shuffle1_50000,DLC_resnet50_haradaFeb15shuffle1_50000
bodyparts,Head,Head,Head
coords,x,y,likelihood
0,426.94927978515625,252.9701690673828,0.9971473813056946
1,426.9358215332031,252.95538330078125,0.997124969959259
2,426.9358215332031,252.9553680419922,0.997124969959259
3,426.9358215332031,252.9553680419922,0.997124969959259
4,426.9358215332031,252.9553680419922,0.997124969959259
5,426.92303466796875,252.94740295410156,0.9971227049827576
6,426.9232482910156,252.91226196289062,0.9971007704734802
7,426.9642028808594,252.91748046875,0.9970788955688477
8,427.0452880859375,253.0017547607422,0.9970595240592957
9,427.07733154296875,252.89505004882812,0.9970595240592957
10,427.078857421875,252.94076538085938,0.9970832467079163
11,426.9546813964844,252.91612243652344,0.9970405697822571
12,426.98223876953125,252.91265869140625,0.9970651268959045
13,426.94476318359375,252.8790283203125,0.9970519542694092
14,426.95001220703125,252.9353790283203,0.9970520734786987
15,427.0385437011719,252.97840881347656,0.9970344305038452
16,427.07452392578125,252.93109130859375,0.9970667958259583
17,427.087646484375,252.93101501464844,0.9970767498016357
18,427.1026916503906,252.95138549804688,0.9970953464508057
19,427.05731201171875,252.94871520996094,0.9970563650131226
20,427.0329895019531,252.93896484375,0.9970464110374451
21,427.0389404296875,252.9435577392578,0.9970585107803345
22,426.9256896972656,253.07127380371094,0.9972203969955444
23,426.9193420410156,253.0629425048828,0.9972019195556641
24,426.91009521484375,253.03707885742188,0.9972254037857056
25,426.8927001953125,252.9977264404297,0.9971812963485718
26,426.8189392089844,253.01849365234375,0.9971849322319031
27,426.83331298828125,253.0234832763672,0.9971866011619568
28,426.91888427734375,253.00550842285156,0.9971715807914734
29,426.9565124511719,252.9722442626953,0.9971811771392822
30,426.9593811035156,252.96414184570312,0.9971936941146851
31,426.90338134765625,252.9038848876953,0.9970645308494568
32,426.8665771484375,252.9569854736328,0.9970645308494568
33,426.8331298828125,252.90846252441406,0.9970484375953674
34,426.8414306640625,252.92367553710938,0.9970654845237732
35,426.8716125488281,252.9589080810547,0.9971163272857666
36,426.84796142578125,252.94203186035156,0.9970822930335999
37,426.86669921875,252.9888916015625,0.9971422553062439
38,426.85980224609375,252.98388671875,0.9971331357955933
39,426.8741149902344,253.01959228515625,0.9971829652786255
40,426.88311767578125,253.01214599609375,0.9971680045127869
41,426.8989562988281,253.0399932861328,0.9971809387207031
42,426.9094543457031,253.04498291015625,0.9971869587898254
43,426.89154052734375,253.10263061523438,0.997252881526947
44,426.8819580078125,253.1418914794922,0.9972814321517944
45,426.88348388671875,253.15457153320312,0.9972992539405823
46,426.87646484375,253.1644744873047,0.9973043203353882
47,426.822998046875,253.11676025390625,0.9972394704818726
48,426.9204406738281,253.2073974609375,0.9973567724227905
49,426.91748046875,253.20655822753906,0.9973403811454773
50,426.9068298339844,253.15843200683594,0.997307538986206
51,426.9073791503906,253.16229248046875,0.997308611869812
52,426.9900817871094,253.1835479736328,0.9973559379577637
53,426.9700622558594,253.18296813964844,0.9973502159118652
54,426.95782470703125,253.200439453125,0.9973676800727844
