scorer,DLC_resnet50_HaradaJan15shuffle1_50000,DLC_resnet50_HaradaJan15shuffle1_50000,DLC_resnet50_HaradaJan15shuffle1_50000
bodyparts,head,head,head
coords,x,y,likelihood
0,644.0670776367188,470.5130920410156,0.9986706972122192
1,643.9412231445312,468.9775085449219,0.9990720748901367
2,2.990363597869873,-4.360172271728516,0.00012700777733698487
3,644.0591430664062,470.4168395996094,0.9987009763717651
4,644.0623168945312,470.4147644042969,0.9987015724182129
5,647.6952514648438,476.5633544921875,0.9950786828994751
6,649.1734008789062,482.8410339355469,0.9971044659614563
7,636.4215087890625,485.73455810546875,0.9965267777442932
8,627.4505004882812,492.2574462890625,0.9974092841148376
9,623.9937133789062,496.1993103027344,0.9973198771476746
10,622.537841796875,496.11260986328125,0.9960643649101257
11,620.18701171875,496.8031921386719,0.9971007704734802
12,620.148193359375,496.3738708496094,0.9966681599617004
13,620.1903686523438,496.13702392578125,0.9963321089744568
14,620.3146362304688,495.9591064453125,0.9959688186645508
15,620.7407836914062,495.5664978027344,0.9947946667671204
16,620.7084350585938,495.72100830078125,0.9953228831291199
17,620.6646728515625,495.0996398925781,0.993883490562439
18,626.826416015625,497.9356689453125,0.9991334080696106
19,634.8154907226562,503.4203186035156,0.9946998357772827
20,613.6425170898438,504.390625,0.9966013431549072
21,594.4114379882812,502.139892578125,0.9987860321998596
22,585.643310546875,508.3807373046875,0.9903218150138855
23,577.1421508789062,508.99188232421875,0.9961316585540771
24,570.7859497070312,509.572998046875,0.9907947182655334
25,567.6686401367188,515.076416015625,0.998752236366272
26,558.4479370117188,509.306396484375,0.9915300607681274
27,549.5545654296875,516.3237915039062,0.9991728663444519
28,531.0950317382812,515.0433349609375,0.9991163611412048
29,508.1170654296875,515.5936889648438,0.9971133470535278
30,492.736083984375,517.1017456054688,0.9971422553062439
31,481.0439758300781,513.2645263671875,0.9980417490005493
32,480.6498718261719,513.9589233398438,0.9982796907424927
33,480.471435546875,514.7815551757812,0.99842369556427
34,480.6764221191406,514.92333984375,0.9985772371292114
35,481.0754699707031,515.0372924804688,0.9987402558326721
36,481.09747314453125,514.7721557617188,0.9987101554870605
37,480.4407653808594,513.5341186523438,0.9980279803276062
38,479.46295166015625,511.968994140625,0.9951188564300537
39,479.4707336425781,511.8914794921875,0.9949555993080139
40,479.2875671386719,511.66778564453125,0.9943591952323914
41,479.26904296875,511.1470642089844,0.9942405223846436
42,479.4010009765625,511.0344543457031,0.9946715235710144
43,479.2948913574219,510.89666748046875,0.9945196509361267
44,479.02276611328125,510.3752136230469,0.9943887591362
45,479.3524475097656,510.2762451171875,0.9948284029960632
46,479.37921142578125,510.38787841796875,0.9949626922607422
47,479.212646484375,509.9854431152344,0.994587779045105
48,479.0041809082031,510.1341857910156,0.9943915009498596
49,482.4814147949219,515.7749633789062,0.9992706179618835
50,483.7911376953125,525.0608520507812,0.9975739121437073
51,492.1209411621094,533.8857421875,0.9967515468597412
52,491.27191162109375,539.7390747070312,0.9866945743560791
53,479.8945007324219,544.24462890625,0.9972797632217407
54,476.1913146972656,550.263427734375,0.9954215884208679
55,479.2396545410156,563.8037719726562,0.9979362487792969
