scorer,DLC_resnet50_HaradaJan15shuffle1_50000,DLC_resnet50_HaradaJan15shuffle1_50000,DLC_resnet50_HaradaJan15shuffle1_50000
bodyparts,head,head,head
coords,x,y,likelihood
0,1105.49267578125,255.280029296875,0.9973806738853455
1,1105.49267578125,255.280029296875,0.9973806738853455
2,1105.583740234375,254.91519165039062,0.9972272515296936
3,2.990363597869873,-4.360172271728516,0.00012700777733698487
4,1105.59375,255.4031524658203,0.997643768787384
5,1105.5941162109375,255.40330505371094,0.9976442456245422
6,1105.5894775390625,255.400146484375,0.9976317882537842
7,1105.441650390625,255.2667999267578,0.997345507144928
8,1105.4952392578125,255.376708984375,0.997530996799469
9,1105.5294189453125,255.34259033203125,0.9974881410598755
10,1105.365234375,255.10919189453125,0.9971305727958679
11,1105.02392578125,255.06715393066406,0.9967441558837891
12,1105.259765625,255.0883026123047,0.9966946840286255
13,1105.1517333984375,254.9861602783203,0.9966566562652588
14,1104.8873291015625,255.12831115722656,0.9967669248580933
15,1105.289794921875,254.74832153320312,0.9968497157096863
16,1105.42529296875,254.7660675048828,0.9968498349189758
17,1105.6119384765625,255.04812622070312,0.9968836903572083
18,1105.634521484375,254.97531127929688,0.9969425797462463
19,1105.621826171875,254.97120666503906,0.9969542026519775
20,1105.58349609375,255.0712127685547,0.9968271851539612
21,1105.6905517578125,254.9843292236328,0.9969250559806824
22,1105.4739990234375,254.9369659423828,0.9968840479850769
23,1105.26171875,255.02639770507812,0.9966435432434082
24,1105.0572509765625,254.99217224121094,0.9966033697128296
25,1105.1717529296875,254.90748596191406,0.996537446975708
26,1105.3350830078125,254.775146484375,0.9968430995941162
27,1105.445556640625,254.89955139160156,0.9969344139099121
28,1105.43701171875,254.82569885253906,0.9969460368156433
29,1105.5146484375,254.5905303955078,0.9971465468406677
30,1105.602294921875,254.53338623046875,0.9972054362297058
31,1105.4429931640625,254.59121704101562,0.9969563484191895
32,1105.4815673828125,254.58872985839844,0.9969983100891113
33,1105.309814453125,254.35748291015625,0.9968959093093872
34,1105.2467041015625,254.2738800048828,0.9969848990440369
35,1105.3121337890625,254.1562957763672,0.9970051646232605
36,1105.320068359375,253.98513793945312,0.9970809817314148
37,1105.7281494140625,254.32025146484375,0.9972707629203796
38,1105.8018798828125,254.5481719970703,0.9972845315933228
39,1105.8287353515625,254.54263305664062,0.9973203539848328
40,1105.8040771484375,254.332763671875,0.9973074197769165
41,1105.975341796875,254.4052276611328,0.9974527955055237
42,1105.7554931640625,254.3852081298828,0.9972882270812988
43,1105.7626953125,254.3909912109375,0.997295081615448
44,1105.7364501953125,254.33287048339844,0.9972898960113525
45,1105.806640625,254.25823974609375,0.9973405003547668
46,1105.677978515625,254.107666015625,0.9971840977668762
47,1105.83447265625,254.2247772216797,0.9973270893096924
48,1105.710205078125,254.6222381591797,0.9972187280654907
49,1105.74951171875,254.58184814453125,0.9972293972969055
50,1105.780029296875,254.6124725341797,0.9972288012504578
51,1105.72900390625,254.55499267578125,0.9971954822540283
52,1105.640869140625,254.65481567382812,0.9971224665641785
53,1105.418701171875,254.6063690185547,0.9969857335090637
54,1105.4893798828125,254.70306396484375,0.9970335960388184
