scorer,DLC_resnet50_haradaFeb15shuffle1_50000,DLC_resnet50_haradaFeb15shuffle1_50000,DLC_resnet50_haradaFeb15shuffle1_50000
bodyparts,Head,Head,Head
coords,x,y,likelihood
0,1045.6856689453125,504.7085266113281,0.9974932670593262
1,1045.6815185546875,504.7056884765625,0.9974811673164368
2,1045.6815185546875,504.7055358886719,0.9974823594093323
3,1045.6812744140625,504.70587158203125,0.9974803328514099
4,1045.6827392578125,504.7037353515625,0.9974824786186218
5,1048.099365234375,513.0277709960938,0.9979483485221863
6,1050.892578125,517.0132446289062,0.9988402724266052
7,1052.5809326171875,521.88134765625,0.9944396018981934
8,1054.5513916015625,525.8421630859375,0.9949340224266052
9,1056.0384521484375,529.4815063476562,0.9964510202407837
10,1055.5233154296875,534.5803833007812,0.9978698492050171
11,1057.6619873046875,536.45654296875,0.9941712021827698
12,1059.3466796875,540.259521484375,0.9975664615631104
13,1059.4830322265625,543.244873046875,0.9982612729072571
14,1055.0001220703125,545.9840087890625,0.9983500242233276
15,1051.59228515625,552.3049926757812,0.9953625202178955
16,1049.8681640625,559.6688232421875,0.9967288970947266
17,1048.0286865234375,564.2628173828125,0.9986246824264526
18,1048.0118408203125,569.3978881835938,0.9957020878791809
19,1048.1622314453125,574.0098876953125,0.9957466721534729
20,1050.3863525390625,578.41455078125,0.9987615346908569
21,1051.0216064453125,580.7432250976562,0.9990195035934448
22,1050.9837646484375,582.7701416015625,0.998422384262085
23,1051.02001953125,585.359619140625,0.9953759908676147
24,1050.896728515625,587.3156127929688,0.9943222999572754
25,1050.6644287109375,589.2210693359375,0.9938866496086121
26,1051.814697265625,591.2265014648438,0.9977434873580933
27,1057.072998046875,592.8569946289062,0.9990801811218262
28,1060.2547607421875,596.9627075195312,0.9996058344841003
29,1062.1815185546875,604.9193725585938,0.9976698756217957
30,1062.783203125,616.7054443359375,0.9974985718727112
31,1065.8582763671875,626.1243896484375,0.9989159107208252
32,1067.2642822265625,634.0298461914062,0.9941502213478088
33,1070.689697265625,642.0453491210938,0.9980560541152954
34,1073.4183349609375,648.747802734375,0.9974539875984192
35,1076.5982666015625,654.677734375,0.9989268183708191
36,1083.2357177734375,655.392333984375,0.9906424880027771
37,1085.781005859375,657.5123901367188,0.9925047159194946
38,1085.930419921875,660.2326049804688,0.9975528120994568
39,1086.729248046875,663.0404052734375,0.9953868985176086
40,1088.3211669921875,669.4031372070312,0.9972440004348755
41,1087.427978515625,675.5968627929688,0.9992830157279968
42,1089.6668701171875,677.6541137695312,0.9996367692947388
43,1092.1558837890625,679.3425903320312,0.9994931221008301
44,1095.1822509765625,683.1565551757812,0.9987099170684814
45,1098.2120361328125,684.4678344726562,0.997612714767456
46,1103.4847412109375,678.1610717773438,0.9471578001976013
47,1109.534912109375,674.96044921875,0.9934319853782654
48,1115.62451171875,674.0660400390625,0.9982365369796753
49,1116.3826904296875,676.0086059570312,0.9990931749343872
50,1110.487548828125,673.0602416992188,0.9600838422775269
51,1067.8468017578125,677.9588623046875,0.8525910377502441
52,1057.54638671875,682.2570190429688,0.004058163613080978
53,1431.85302734375,861.9453735351562,0.0001339502923656255
